"año";"NCODI";"camas_instalada";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2015;107,00;112;0;0;0;0;112;0;0;0;0;0;0;0;15;55;0;0;0
2015;711,00;613;17;3;22;3;540;17;3;22;3;7;0;93;41;0;22;0;0
2015;204,00;116;0;0;0;0;116;0;0;0;0;1;0;0;0;22;0;0;0
2015;579,00;31;0;0;2;0;31;0;0;2;0;4;0;0;0;0;0;0;0
2015;348,00;152;0;0;2;0;139;0;0;2;0;1;0;70;0;0;0;0;0
2015;766,00;159;0;0;8;0;111;0;0;8;0;5;0;8;0;0;0;0;0
2015;761,00;317;0;0;0;0;317;0;0;0;0;0;0;0;25;60;0;0;0
2015;728,00;336;0;0;19;0;298;0;0;19;0;7;0;9;0;0;0;17;4
2015;280,00;146;12;4;11;1;146;12;4;11;1;3;0;10;0;0;0;6;3
2015;222,00;44;0;0;6;0;44;0;0;6;0;2;0;1;0;0;0;0;0
2015;276,00;184;10;3;14;1;184;10;3;14;1;8;0;16;0;0;18;0;0
2015;11,00;201;0;2;8;1;170;0;2;8;1;3;0;9;1;0;0;0;0
2015;302,00;60;2;1;3;0;60;2;1;3;0;0;0;0;0;0;1;1;1
2015;682,00;161;0;0;8;0;161;0;0;8;0;1;0;11;0;0;0;0;0
2015;279,00;181;20;5;9;1;181;20;5;9;1;4;0;10;0;0;0;10;3
2015;282,00;257;10;3;18;1;257;10;3;18;1;8;0;10;0;0;0;31;4
2015;281,00;273;8;5;10;1;273;8;4;10;1;3;0;10;0;0;0;15;0
2015;183,00;30;0;0;3;0;30;0;0;3;0;1;0;0;0;0;0;0;0
2015;610,00;43;0;0;5;0;43;0;0;5;0;1;0;0;0;0;0;19;0
2015;116,00;428;0;0;0;0;428;0;0;0;0;0;0;0;0;20;0;0;0
2015;115,00;50;0;0;0;0;50;0;0;0;0;1;0;0;0;0;0;0;0
2015;114,00;74;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0
2015;119,00;30;0;0;4;0;30;0;0;4;0;1;0;0;0;0;0;0;0
2015;770,00;573;11;3;21;1;553;11;3;21;1;16;0;31;18;0;0;8;5
2015;583,00;130;0;0;4;0;116;0;0;4;0;4;0;23;0;0;0;0;4
2015;136,00;209;0;0;0;0;166;0;0;0;0;1;0;0;0;50;0;0;0
2015;469,00;108;2;1;3;0;99;2;1;3;0;2;0;12;0;15;9;9;0
2015;642,00;202;2;3;5;0;202;2;3;5;0;5;0;7;0;20;0;0;0
2015;674,00;343;37;6;13;1;313;37;6;13;1;10;1;22;39;0;10;12;2
2015;193,00;155;0;0;0;0;155;0;0;0;0;1;0;0;0;17;0;0;0
2015;526,00;332;12;2;9;0;330;12;2;9;0;4;0;34;0;68;0;10;0
2015;698,00;782;0;0;27;2;637;0;0;27;2;10;0;19;10;0;0;24;0
2015;630,00;75;3;2;10;0;68;3;2;10;0;3;0;8;0;0;0;0;0
2015;124,00;140;0;0;0;0;130;0;0;0;0;0;0;0;0;30;0;0;0
2015;364,00;74;0;0;0;0;70;0;0;0;0;0;0;0;0;35;0;0;0
2015;439,00;56;4;2;5;0;56;4;2;5;0;2;0;4;0;0;0;0;1
2015;570,00;488;8;5;17;0;488;8;5;17;0;5;0;57;31;0;0;0;2
2015;123,00;190;0;0;0;0;153;0;0;0;0;0;0;0;0;58;0;0;0
2015;310,00;415;0;0;0;0;396;0;0;0;0;0;0;0;55;57;0;0;0
2015;571,00;129;2;2;5;0;129;2;2;5;0;3;0;16;0;0;0;1;1
2015;296,00;177;0;0;0;0;177;0;0;0;0;1;0;0;0;22;0;0;0
2015;566,00;155;4;3;7;0;118;2;3;7;0;3;0;20;20;0;11;0;0
2015;784,00;660;18;6;16;0;660;18;6;16;0;6;0;109;60;18;0;17;4
2015;102,00;731;0;0;0;0;731;0;0;0;0;1;0;0;15;20;0;0;0
2015;379,00;482;0;0;0;0;482;0;0;0;0;0;0;0;78;0;0;0;0
2015;639,00;221;1;4;5;0;184;1;4;5;0;5;0;6;0;0;0;8;0
2015;457,00;83;0;0;2;0;71;0;0;2;0;2;0;2;0;0;10;0;0
2015;609,00;306;10;2;15;2;277;10;2;15;2;13;0;8;10;0;9;0;0
2015;101,00;82;0;0;0;0;82;0;0;0;0;0;0;0;0;20;0;0;0
2015;454,00;231;2;1;4;0;228;2;1;4;0;3;0;20;0;0;0;4;1
2015;318,00;374;0;0;0;0;362;0;0;0;0;0;0;0;20;25;0;0;0
2015;600,00;165;2;5;8;0;124;2;5;8;0;5;0;20;0;0;0;16;0
2015;545,00;462;19;3;14;0;328;14;3;14;0;5;0;48;30;36;0;0;0
2015;100,00;78;0;0;0;0;75;0;0;0;0;0;0;0;0;32;0;0;0
2015;702,00;385;9;3;15;1;385;9;3;15;1;5;0;22;35;0;0;21;4
2015;778,00;216;3;5;10;0;197;3;5;8;0;4;0;60;22;0;0;22;3
2015;341,00;65;1;1;2;0;65;0;0;2;0;2;0;0;0;0;0;0;0
2015;99,00;103;0;0;0;0;100;0;0;0;0;0;0;0;0;50;0;0;0
2015;767,00;117;0;0;5;0;94;0;0;5;0;6;0;8;0;0;0;0;0
2015;359,00;110;0;0;2;0;110;0;0;2;0;2;0;0;0;30;4;8;2
2015;98,00;104;0;0;0;0;104;0;0;0;0;0;0;0;0;25;0;0;0
2015;132,00;125;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0
2015;97,00;122;0;0;0;0;120;0;0;0;0;0;0;0;0;30;0;0;0
2015;103,00;42;0;0;0;0;41;0;0;0;0;0;0;0;0;20;0;0;0
2015;110,00;60;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0
2015;94,00;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2015;91,00;61;0;0;0;0;61;0;0;0;0;0;0;0;0;18;0;0;0
2015;664,00;315;4;2;12;0;312;4;2;12;0;8;0;55;25;0;17;0;0
2015;918,00;1118;45;6;39;3;1074;45;6;39;3;13;0;145;0;0;0;0;6
2015;92,00;56;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0
2015;95,00;165;0;0;0;0;165;0;0;0;0;0;0;0;0;24;0;0;0
2015;96,00;80;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0
2015;301,00;20;0;0;4;0;20;0;0;4;0;1;0;0;0;0;0;0;0
2015;492,00;133;2;1;6;0;123;2;1;5;0;3;0;17;0;0;0;11;1
2015;811,00;67;0;1;1;0;67;0;1;1;0;1;0;3;0;0;0;0;0
2015;812,00;89;0;0;1;0;89;0;0;1;0;0;0;40;0;0;0;0;0
2015;832,00;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2015;841,00;12;0;0;0;0;12;0;0;0;0;0;0;0;0;25;0;0;0
2015;856,00;81;0;0;0;0;81;0;0;0;0;0;0;0;0;30;0;0;0
2015;859,00;100;0;0;0;0;100;0;0;0;0;0;0;0;25;0;0;0;0
2015;861,00;40;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0
2015;880,00;93;0;0;0;0;92;0;0;0;0;0;0;0;0;40;0;0;0
2015;883,00;29;0;0;0;0;29;0;0;0;0;0;0;0;16;0;0;0;0
2015;884,00;141;0;0;0;0;104;0;0;0;0;0;0;0;0;30;0;0;0
2015;877,00;38;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0
2015;911,00;354;0;0;0;0;354;0;0;0;0;0;0;0;0;32;0;0;0
2015;913,00;28;0;0;0;0;28;0;0;0;0;0;0;0;20;0;0;0;0
2015;922,00;58;5;3;7;0;58;5;3;7;0;2;0;0;0;0;0;0;0
2015;923,00;84;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0
2015;924,00;48;0;0;0;0;48;0;0;0;0;0;0;28;0;0;0;0;0
2015;947,00;26;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2015;951,00;56;0;0;0;0;52;0;0;0;0;0;0;0;0;22;0;0;0
2015;1103,00;123;0;0;0;0;119;0;0;0;0;0;0;0;0;30;0;0;0
2015;972,00;28;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0
2015;973,00;51;0;0;2;1;30;0;0;2;1;2;0;0;0;0;15;10;2
2015;974,00;152;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0
2015;975,00;101;0;0;0;0;101;0;0;0;0;0;0;0;0;25;0;0;0
2015;960,00;191;0;0;0;0;191;0;0;0;0;0;0;0;0;40;0;0;0
2015;1028,00;18;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0
2015;976,00;137;0;0;0;0;120;0;0;0;0;0;0;0;15;35;0;0;0
2015;977,00;174;0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0
2015;1020,00;22;0;0;0;0;22;0;0;0;0;0;0;0;15;0;0;0;0
2015;994,00;245;6;3;5;0;238;6;3;5;0;6;0;23;0;0;0;30;0
2015;995,00;84;0;0;0;0;76;0;0;0;0;0;0;0;0;30;0;0;0
2015;1060,00;25;0;0;0;0;25;0;0;0;0;0;0;0;35;0;0;0;0
2015;1005,00;57;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0
2015;1061,00;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2015;1006,00;52;0;0;0;0;52;0;0;0;0;0;0;0;20;0;0;0;0
2015;1088,00;10;0;0;5;0;5;0;0;4;0;0;0;0;0;0;0;4;4
2015;1089,00;106;1;0;9;0;76;0;0;6;0;3;0;5;0;0;8;0;0
2015;1076,00;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2015;1078,00;68;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0
2015;1033,00;421;0;0;12;0;358;0;0;12;0;3;0;47;0;0;0;0;0
2015;1037,00;35;0;0;0;0;35;0;0;0;0;0;0;0;30;0;0;0;0
2015;1039,00;50;0;0;0;0;50;0;0;0;0;0;0;0;80;0;0;0;0
2015;1067,00;220;0;0;0;0;189;0;0;0;0;0;0;0;0;50;0;0;0
2015;1065,00;228;0;0;0;0;228;0;0;0;0;1;0;0;0;0;0;0;0
2015;1066,00;86;4;3;6;0;86;4;3;6;0;2;2;6;0;0;0;12;0
2015;1100,00;109;0;0;0;0;70;0;0;0;0;0;0;0;0;23;0;0;0
2015;1105,00;245;0;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0
2015;1107,00;17;0;0;3;0;17;0;0;3;0;0;0;0;0;0;0;3;3
2015;1111,00;90;0;0;0;0;90;0;0;0;0;0;0;0;10;0;0;0;0
2015;207,00;116;1;1;7;0;92;1;1;7;0;4;0;8;0;0;0;0;0
2015;431,00;160;0;0;1;0;113;0;0;1;0;1;0;0;0;0;0;0;0
2015;387,00;123;4;2;3;0;110;2;2;3;0;3;0;6;0;0;1;0;0
2015;179,00;75;0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2015;606,00;114;3;2;3;0;106;3;2;3;0;4;1;16;0;0;0;0;0
2015;925,00;865;28;8;24;1;817;28;8;19;1;15;0;58;49;0;35;0;0
2015;541,00;107;6;2;4;0;103;6;2;4;0;3;0;1;0;0;0;0;0
2015;797,00;102;2;2;5;0;102;2;2;5;0;4;0;4;0;0;0;9;0
2015;627,00;250;6;2;7;0;231;5;2;6;0;3;3;16;0;0;0;6;0
2015;173,00;330;0;0;0;0;330;0;0;0;0;0;0;0;4;0;0;0;0
2015;636,00;520;20;3;17;2;466;20;3;17;2;11;0;22;0;18;0;17;3
2015;205,00;33;0;0;3;0;33;0;0;3;0;1;0;0;0;0;0;0;0
2015;814,00;20;0;0;1;0;20;0;0;1;0;1;0;0;0;0;0;0;0
2015;881,00;34;2;1;3;1;34;2;1;3;1;1;0;0;0;0;0;0;0
2015;771,00;682;46;2;24;2;639;46;2;24;2;10;3;73;0;0;43;0;0
2015;533,00;48;5;1;1;1;33;3;1;1;1;1;0;1;0;0;4;0;1
2015;447,00;380;4;1;7;0;164;1;1;7;0;2;0;8;0;0;0;0;1
2015;815,00;14;0;1;3;0;14;0;0;3;0;1;0;0;0;0;0;0;0
2015;801,00;467;31;2;8;1;467;31;2;8;1;8;3;25;0;0;8;4;2
2015;800,00;115;0;0;2;0;97;0;0;2;0;1;0;0;0;0;0;0;1
2015;389,00;290;3;2;4;0;290;3;2;4;0;2;0;0;0;0;0;8;1
2015;695,00;411;10;3;7;1;378;10;3;7;1;7;2;36;0;0;4;12;3
2015;816,00;126;2;1;4;0;94;1;1;4;0;1;0;7;0;0;0;10;2
2015;833,00;110;2;1;5;0;110;2;1;5;0;3;0;5;0;0;9;10;1
2015;870,00;94;2;2;6;1;60;1;2;6;1;2;0;1;0;0;0;0;0
2015;927,00;51;1;1;2;0;45;0;1;2;0;1;0;1;0;0;0;0;1
2015;961,00;445;11;3;12;0;433;11;3;12;0;9;4;38;0;0;8;16;0
2015;962,00;40;1;1;2;1;26;0;0;2;1;1;0;2;0;0;2;0;2
2015;1079,00;40;2;1;2;1;40;2;1;2;1;1;0;0;0;0;0;0;0
2015;1101,00;69;3;1;3;0;69;3;1;3;0;1;0;2;0;0;5;3;1
2015;666,00;574;25;2;16;1;552;25;2;16;1;5;5;12;0;0;0;30;0
2015;392,00;130;0;0;0;0;96;0;0;0;0;2;0;0;0;0;0;0;0
2015;790,00;257;0;0;8;0;252;0;0;8;0;4;0;36;80;0;6;0;0
2015;650,00;152;2;2;5;0;142;2;2;5;0;3;0;14;0;0;0;8;0
2015;876,00;258;9;2;10;0;244;9;2;10;0;5;0;17;0;0;0;9;0
2015;944,00;28;0;0;4;0;15;0;0;4;0;2;0;0;0;0;0;0;0
2015;952,00;96;12;2;10;0;90;12;2;10;0;3;0;5;0;0;0;0;1
2015;54,00;95;0;0;0;0;95;0;0;0;0;0;0;0;30;0;0;0;0
2015;367,00;55;0;0;4;0;14;0;0;3;0;1;0;1;0;0;0;6;0
2015;538,00;343;8;2;10;0;271;8;2;8;0;6;1;22;12;0;0;19;3
2015;557,00;118;3;2;5;0;65;3;2;3;0;3;0;13;0;0;0;6;0
2015;653,00;139;5;2;5;0;134;2;2;4;0;5;2;14;0;0;6;0;0
2015;647,00;103;2;2;6;0;97;2;2;6;0;8;0;2;0;0;0;6;0
2015;978,00;564;23;2;13;1;534;22;2;13;1;14;1;18;20;0;0;23;0
2015;996,00;155;3;1;4;0;68;3;1;4;0;3;0;9;0;0;12;12;0
2015;729,00;1181;40;8;35;4;1105;40;8;35;4;19;1;73;80;0;32;0;5
2015;182,00;135;5;1;7;1;135;5;1;7;1;3;0;0;0;0;0;9;1
2015;633,00;169;0;0;8;1;147;0;0;7;1;2;0;0;0;0;0;24;0
2015;685,00;240;9;3;6;0;224;9;3;6;0;3;0;12;20;0;12;0;0
2015;683,00;148;6;3;5;0;145;6;3;5;0;3;0;5;0;0;5;0;0
2015;945,00;77;4;2;4;0;50;4;2;4;0;1;0;0;0;0;0;8;0
2015;953,00;4;0;0;4;0;2;0;0;2;0;0;0;0;0;0;0;0;0
2015;1022,00;24;0;0;2;0;24;0;0;2;0;2;0;0;0;0;0;0;0
2015;1049,00;32;0;0;2;0;12;0;0;1;0;1;0;0;0;0;0;0;0
2015;794,00;1345;28;3;30;3;1345;28;3;30;3;10;6;87;25;0;7;0;0
2015;415,00;56;0;0;4;0;56;0;0;4;0;1;0;24;0;0;0;0;0
2015;592,00;105;0;1;6;0;96;0;1;6;0;2;0;0;0;0;0;0;0
2015;497,00;120;0;0;5;1;120;0;0;5;1;2;0;0;0;0;0;0;0
2015;458,00;144;9;2;9;1;144;9;2;9;1;4;0;0;0;0;0;0;0
2015;726,00;439;16;2;12;0;400;16;2;12;0;9;1;28;15;0;0;8;4
2015;272,00;185;0;0;4;0;150;0;0;4;0;3;0;0;0;0;0;0;0
2015;805,00;1393;33;3;30;2;1267;33;3;30;2;16;1;35;50;8;0;0;4
2015;5,00;50;0;0;8;0;35;0;0;7;0;2;0;5;0;0;10;0;0
2015;234,00;91;6;1;6;0;91;2;1;6;0;1;0;5;0;0;0;0;0
2015;64,00;98;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0
2015;842,00;81;0;1;4;0;81;0;1;4;0;3;0;0;0;0;9;0;0
2015;843,00;78;2;1;3;0;78;2;1;3;0;4;0;4;0;0;3;4;0
2015;803,00;401;7;2;11;0;346;6;2;10;0;6;2;23;10;0;14;0;0
2015;211,00;60;0;0;3;0;60;0;0;3;0;3;0;0;0;0;3;3;3
2015;773,00;368;28;3;11;1;329;28;3;11;1;3;0;21;0;0;0;0;1
2015;424,00;45;2;1;3;0;45;2;1;3;0;1;0;6;0;0;6;4;1
2015;298,00;114;4;1;7;1;114;4;1;7;1;6;0;2;0;0;10;0;0
2015;594,00;28;1;0;3;0;19;0;0;3;0;1;0;0;0;0;14;14;2
2015;237,00;101;0;0;3;0;101;0;0;3;0;2;0;0;0;25;0;0;0
2015;16,00;23;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0
2015;768,00;80;1;1;2;0;72;1;1;2;0;2;0;6;0;25;5;0;0
2015;617,00;152;3;5;6;0;145;3;5;5;0;3;0;10;0;0;0;15;0
2015;297,00;42;1;1;3;0;42;1;1;3;0;1;0;0;0;0;0;0;0
2015;105,00;63;0;0;0;0;63;0;0;0;0;0;0;0;0;10;0;0;0
2015;544,00;136;1;3;3;0;136;1;3;3;0;3;0;0;0;17;20;0;0
2015;804,00;142;2;4;5;0;117;2;4;5;0;3;0;11;0;0;15;0;0
2015;104,00;114;0;0;0;0;114;0;0;0;0;0;0;0;50;0;0;0;0
2015;20,00;55;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0
2015;550,00;75;0;0;4;0;75;0;0;4;0;6;0;4;0;0;0;6;0
2015;112,00;24;0;0;0;0;24;0;0;0;0;0;0;0;0;25;0;0;0
2015;818,00;105;0;0;0;0;105;0;0;0;0;0;0;0;0;19;0;0;0
2015;882,00;128;0;0;0;0;128;0;0;0;0;0;0;0;0;60;0;0;0
2015;914,00;123;0;0;0;0;123;0;0;0;0;0;0;0;0;40;0;0;0
2015;928,00;36;0;0;0;0;36;0;0;0;0;0;0;25;0;0;0;0;0
2015;964,00;264;4;3;5;0;220;4;3;5;0;3;0;26;0;0;6;0;0
2015;1026,00;100;0;0;0;0;100;0;0;0;0;0;0;0;0;20;0;0;0
2015;1068,00;160;0;0;0;0;80;0;0;0;0;0;0;0;0;32;0;0;0
2015;1108,00;64;2;2;4;0;44;2;2;4;0;3;0;5;0;0;5;0;0
2015;404,00;122;0;0;2;0;122;0;0;2;0;1;0;0;0;0;0;7;2
2015;274,00;77;1;1;6;1;77;1;1;6;1;5;0;5;10;0;0;0;0
2015;270,00;92;1;2;6;1;92;1;2;6;1;2;0;7;0;0;0;0;0
2015;676,00;147;7;2;5;0;119;7;2;5;0;7;0;11;0;0;;15;1
