"año";"NCODI";"due_cTotal";"matronas_cTotal";"oDueEspeciali_cTotal";"fisioterapeutas_cTotal";"terapeutas_cTotal";"logopedas_cTotal";"oSaniMedio_cTotal";"gMedioSani_cTotal";"gSuperiorSani_cTotal";"tecSani_cTotal";"restSani_cTotal2";"due_cMujeres";"matronas_cMujeres";"oDueEspeciali_cMujeres";"fisioterapeutas_cMujeres";"terapeutas_cMujeres";"logopedas_cMujeres";"oSaniMedio_cMujeres";"gMedioSani_cMujeres";"gSuperiorSani_cMujeres";"tecSani_cMujeres";"restSani_cMujeres2";"due_pTotal";"matronas_pTotal";"oDueEspeciali_pTotal";"fisioterapeutas_pTotal";"terapeutas_pTotal";"logopedas_pTotal";"oSaniMedio_pTotal";"gMedioSani_pTotal";"gSuperiorSani_pTotal";"tecSani_pTotal";"restSani_pTotal2";"due_pMujeres";"matronas_pMujeres";"oDueEspeciali_pMujeres";"fisioterapeutas_pMujeres";"terapeutas_pMujeres";"logopedas_pMujeres";"oSaniMedio_pMujeres";"gMedioSani_pMujeres";"gSuperiorSani_pMujeres";"tecSani_pMujeres";"restSani_pMujeres2";"due_colabTotal";"matronas_colabTotal";"oDueEspeciali_colabTotal";"fisioterapeutas_colabTotal";"terapeutas_colabTotal";"logopedas_colabTotal";"oSaniMedio_colabTotal";"gMedioSani_colabTotal";"gSuperiorSani_colabTotal";"tecSani_colabTotal";"restSani_colabTotal2";"due_colabMujeres";"matronas_colabMujeres";"oDueEspeciali_colabMujeres";"fisioterapeutas_colabMujeres";"terapeutas_colabMujeres";"logopedas_colabMujeres";"oSaniMedio_colabMujeres";"gMedioSani_colabMujeres";"gSuperiorSani_colabMujeres";"tecSani_colabMujeres";"restSani_colabMujeres2";"direccion_cTotal";"trabSocial_cTotal";"perOficio_cTotal";"administrativos_cTotal";"oNoSani_cTotal";"direccion_cMujeres";"trabSocial_cMujeres";"perOficio_cMujeres";"administrativos_cMujeres";"oNoSani_cMujeres";"direccion_pTotal";"trabSocial_pTotal";"perOficio_pTotal";"administrativos_pTotal";"oNoSani_pTotal";"direccion_pMujeres";"trabSocial_pMujeres";"perOficio_pMujeres";"administrativos_pMujeres";"oNoSani_pMujeres";"direccion_colabTotal";"trabSocial_colabTotal";"perOficio_colabTotal";"administrativos_colabTotal";"oNoSani_colabTotal";"direccion_colabMujeres";"trabSocial_colabMujeres";"perOficio_colabMujeres";"administrativos_colabMujeres";"oNoSani_colabMujeres"
2014;511,00;298;14;0;13;0;0;0;200;54;254;0;240;14;0;9;0;0;0;199;49;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;17;112;84;7;3;10;91;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;530,00;365;19;3;14;0;0;0;236;40;276;0;297;18;3;11;0;0;0;221;37;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;11;95;93;9;1;4;67;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;6,00;23;0;2;0;0;0;2;59;7;66;0;21;0;2;0;0;0;0;50;6;56;0;6;0;0;0;0;0;0;9;1;10;0;5;0;0;0;0;0;0;9;1;10;0;0;6;0;5;0;1;0;0;0;0;0;0;6;0;4;0;1;0;0;0;0;0;2;0;2;13;16;1;0;0;6;15;0;0;1;3;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2014;161,00;12;0;0;0;6;0;1;27;0;27;0;4;0;0;0;3;0;1;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;25;31;123;3;3;18;5;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;623,00;412;11;0;9;0;0;0;334;75;409;0;337;10;0;6;0;0;0;312;59;371;0;20;2;0;2;0;0;0;6;4;10;0;20;2;0;2;0;0;0;6;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;21;144;135;8;5;6;125;54;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2014;489,00;5;0;0;1;0;0;0;8;0;8;1;4;0;0;1;0;0;0;6;0;6;1;0;0;0;3;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;8;6;3;3;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;875,00;59;0;0;6;0;0;0;68;24;92;0;53;0;0;4;0;0;0;67;13;80;0;8;0;0;2;0;0;0;11;2;13;0;8;0;0;2;0;0;0;10;0;10;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;9;0;4;54;29;6;0;0;43;18;1;0;0;18;0;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0
2014;940,00;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2014;946,00;59;4;0;2;0;0;36;50;0;50;0;44;4;0;2;0;0;22;40;0;40;0;14;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;49;63;3;2;0;33;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;1023,00;229;9;0;6;0;1;0;163;24;187;0;180;6;0;4;0;1;0;140;15;155;0;28;4;0;0;0;0;0;8;12;20;0;21;4;0;0;0;0;0;8;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;48;0;0;0;61;13;16;0;0;34;0;5;0;0;19;0;0;0;0;0;0;0;0;0;0;0
2014;1054,00;224;12;0;7;0;3;3;137;25;162;0;197;11;0;4;0;3;3;118;18;136;0;24;1;0;1;0;0;0;18;1;19;0;21;1;0;1;0;0;0;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;0;63;47;16;1;0;55;14;0;0;0;7;6;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0
2014;1057,00;69;0;0;5;1;1;0;63;8;71;0;50;0;0;3;1;1;0;62;5;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;39;25;29;1;2;16;21;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;1031,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2014;1032,00;195;10;2;4;0;1;0;146;30;176;0;157;10;1;2;0;1;0;131;22;153;0;30;3;0;1;0;0;0;6;10;16;0;21;2;0;1;0;0;0;6;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;73;41;0;1;0;48;5;16;0;0;27;0;5;0;0;13;0;0;0;0;0;0;0;0;0;0;0
2014;1064,00;39;5;0;3;0;0;0;34;0;34;0;28;4;0;1;0;0;0;29;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;3;0;0;30;8;1;0;0;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;226,00;47;0;0;1;0;0;3;49;19;68;0;40;0;0;1;0;0;2;46;13;59;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;5;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;10;0;9;19;49;4;0;3;19;24;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014;687,00;168;9;0;5;1;0;0;114;40;154;0;138;8;0;2;0;0;0;105;31;136;0;28;3;0;1;0;0;0;28;8;36;0;26;3;0;1;0;0;0;27;6;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;23;67;45;8;1;19;49;31;4;0;7;15;16;3;0;7;15;13;0;0;0;0;0;0;0;0;0;0
2014;745,00;1151;37;0;26;7;0;0;800;194;994;0;972;32;0;19;6;0;0;730;151;881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;89;311;544;7;10;0;244;395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;109,00;34;0;0;5;0;0;14;31;0;31;0;26;0;0;4;0;0;8;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;0;0;0;1;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;2;0;38;39;10;0;0;31;34;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;808,00;319;23;0;16;0;0;0;277;99;376;0;251;18;0;13;0;0;0;253;81;334;0;31;1;0;0;0;0;0;12;0;12;0;23;1;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;2;98;103;0;19;2;71;79;0;0;0;4;6;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0
2014;971,00;48;0;0;4;0;0;0;35;15;50;0;34;0;0;1;0;0;0;28;13;41;0;4;0;0;0;0;0;0;5;1;6;0;4;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;20;21;0;3;0;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;128,00;17;0;0;1;0;0;0;14;4;18;0;15;0;0;0;0;0;0;14;3;17;0;3;0;0;0;0;0;0;1;1;2;0;3;0;0;0;0;0;0;0;0;0;0;2;3;0;2;0;1;0;0;0;0;0;0;3;0;2;0;1;0;0;0;0;0;1;0;10;5;7;0;0;10;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;919,00;407;13;0;8;3;0;0;293;53;346;0;365;13;0;4;3;0;0;271;48;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;33;118;211;5;5;26;79;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;725,00;891;29;4;26;2;2;0;669;156;825;0;699;25;4;19;2;2;0;656;127;783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;6;271;246;367;6;6;196;192;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;3,00;9;0;0;0;0;0;1;30;0;30;9;9;0;0;0;0;0;1;27;0;27;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;9;4;0;0;1;7;4;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2014;306,00;23;0;0;0;2;0;0;169;3;172;6;19;0;0;0;2;0;0;104;1;105;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;25;9;97;2;3;0;5;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;7;1;8;0;7;0;0;2;0;0;0;7;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;2;0;1;0;5;0;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2014;264,00;41;0;0;0;0;0;0;43;0;43;0;36;0;0;0;0;0;0;38;0;38;0;4;0;0;1;0;0;0;7;0;7;0;4;0;0;0;0;0;0;7;0;7;0;8;6;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;3;0;0;25;11;1;0;0;19;0;0;0;0;12;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
2014;867,00;3;0;0;0;0;0;0;2;1;3;0;2;0;0;0;0;0;0;2;1;3;0;4;0;0;0;0;0;0;7;0;7;0;3;0;0;0;0;0;0;7;0;7;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;0;5;2;2;0;0;4;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014;910,00;268;7;5;9;0;0;0;235;63;298;0;215;7;4;7;0;0;0;225;54;279;0;28;0;0;4;0;0;0;15;4;19;0;25;0;0;3;0;0;0;15;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;81;92;125;5;2;48;69;63;0;0;0;1;3;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
2014;1053,00;310;11;1;7;0;0;0;219;56;275;0;272;7;0;4;0;0;0;214;35;249;0;27;0;0;0;0;0;0;18;4;22;0;25;0;0;0;0;0;0;18;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;89;101;111;2;2;55;80;70;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2014;1055,00;418;17;1;8;0;1;0;320;62;382;0;334;14;0;4;0;1;0;290;49;339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3;37;168;241;15;3;7;127;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;1081,00;6;0;0;8;5;2;0;19;0;19;0;4;0;0;6;5;2;0;17;0;17;0;1;0;0;0;1;1;0;2;0;2;0;1;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;11;0;1;0;1;11;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014;1099,00;13;1;0;0;0;0;0;14;4;18;0;12;1;0;0;0;0;0;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8;8;1;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
