"año";"NCODI";"camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2011;663,00;"200 - 500 camas";9;2;11;1;364;9;2;11;1;4;2;53;0;0;7;0;0
2011;552,00;"Menos de 200 camas";0;0;6;0;129;0;0;6;0;4;0;16;0;0;14;0;0
2011;772,00;"501 - 1000 camas";0;0;26;2;669;0;0;26;2;8;0;70;56;50;0;0;6
2011;568,00;"Menos de 200 camas";0;0;2;0;40;0;0;2;0;2;0;0;0;0;0;0;0
2011;398,00;"Menos de 200 camas";0;0;5;0;100;0;0;2;0;2;0;0;0;0;0;0;0
2011;394,00;"Menos de 200 camas";0;0;2;0;55;0;0;2;0;2;0;0;0;0;0;0;0
2011;614,00;"Menos de 200 camas";0;0;2;0;22;0;0;2;0;0;0;0;0;0;0;7;0
2011;235,00;"Menos de 200 camas";0;0;3;0;40;0;0;3;0;2;0;0;0;0;0;0;0
2011;616,00;"Menos de 200 camas";0;0;6;0;60;0;0;5;0;0;0;19;0;0;0;15;0
2011;267,00;"Menos de 200 camas";6;2;9;1;163;6;2;9;1;0;0;0;0;0;0;0;0
2011;565,00;"200 - 500 camas";0;0;5;0;188;0;0;5;0;2;0;4;0;0;0;7;0
2011;220,00;"Menos de 200 camas";4;3;9;0;138;4;3;9;0;3;0;17;0;0;0;0;8
2011;278,00;"Menos de 200 camas";6;3;8;0;154;6;3;8;0;0;0;0;0;0;0;8;2
2011;107,00;"Menos de 200 camas";0;0;0;0;112;0;0;0;0;0;0;0;15;55;0;0;0
2011;141,00;"Menos de 200 camas";0;0;0;0;39;0;0;0;0;1;0;0;0;0;0;0;0
2011;711,00;"501 - 1000 camas";17;3;24;3;538;17;3;21;3;6;0;73;25;0;16;0;0
2011;204,00;"Menos de 200 camas";0;0;0;0;116;0;0;0;0;1;0;0;0;24;0;0;0
2011;579,00;"Menos de 200 camas";0;0;2;0;30;0;0;2;0;4;0;0;0;0;0;0;0
2011;348,00;"Menos de 200 camas";0;0;2;0;140;0;0;2;0;1;0;70;0;0;0;0;0
2011;766,00;"Menos de 200 camas";0;0;8;0;124;0;0;8;0;5;0;8;0;0;0;0;0
2011;761,00;"200 - 500 camas";0;0;0;0;271;0;0;0;0;0;0;0;0;60;0;0;0
2011;728,00;"200 - 500 camas";4;1;18;1;186;1;1;18;1;6;0;4;0;0;0;14;4
2011;280,00;"Menos de 200 camas";12;3;9;0;150;12;3;9;0;0;0;10;0;0;0;6;0
2011;222,00;"Menos de 200 camas";0;0;6;0;58;0;0;6;0;2;0;0;0;0;0;0;0
2011;276,00;"Menos de 200 camas";10;3;14;1;184;10;3;14;1;8;0;13;0;0;17;0;0
2011;11,00;"200 - 500 camas";2;2;8;1;188;0;2;8;1;3;0;10;0;0;0;0;0
2011;302,00;"Menos de 200 camas";2;2;3;0;60;2;2;3;0;0;0;0;0;0;1;1;1
2011;682,00;"Menos de 200 camas";0;0;8;0;161;0;0;8;0;1;0;11;0;0;0;0;0
2011;279,00;"Menos de 200 camas";20;5;9;1;181;20;5;9;1;4;0;10;0;0;0;10;3
2011;282,00;"200 - 500 camas";10;3;18;1;257;10;3;18;1;9;0;10;0;0;0;37;4
2011;281,00;"200 - 500 camas";8;5;10;1;307;8;4;10;1;3;0;10;0;0;0;9;0
2011;183,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;1;0;0;0;0;0;0;0
2011;610,00;"Menos de 200 camas";0;0;5;0;43;0;0;5;0;1;0;0;0;0;0;19;0
2011;116,00;"200 - 500 camas";0;0;0;0;428;0;0;0;0;0;0;0;0;20;0;0;0
2011;115,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;1;0;0;0;0;0;0;0
2011;114,00;"Menos de 200 camas";0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0
2011;126,00;"Menos de 200 camas";0;0;0;0;145;0;0;0;0;0;0;0;0;10;0;0;0
2011;119,00;"Menos de 200 camas";0;0;4;0;30;0;0;4;0;1;0;0;0;0;0;0;0
2011;770,00;"501 - 1000 camas";10;3;19;2;467;10;3;19;2;7;0;42;20;0;0;8;3
2011;583,00;"Menos de 200 camas";0;0;6;0;112;0;0;6;0;4;0;21;0;0;0;15;4
2011;136,00;"200 - 500 camas";0;0;0;0;209;0;0;0;0;1;0;0;0;50;0;0;0
2011;469,00;"Menos de 200 camas";2;1;3;0;99;2;1;3;0;2;0;9;0;15;9;9;1
2011;642,00;"Menos de 200 camas";2;3;5;0;194;2;3;5;0;5;0;7;0;20;0;8;0
2011;674,00;"200 - 500 camas";37;6;13;1;328;37;6;13;1;10;0;13;64;0;7;12;2
2011;193,00;"Menos de 200 camas";0;0;0;0;146;0;0;0;0;1;0;0;0;17;0;0;0
2011;526,00;"200 - 500 camas";12;3;6;0;333;12;3;6;0;4;0;34;0;68;0;10;0
2011;698,00;"501 - 1000 camas";0;0;29;2;638;0;0;29;2;10;0;19;10;0;0;24;0
2011;630,00;"200 - 500 camas";3;2;11;0;278;3;2;11;0;3;0;8;0;30;0;0;0
2011;124,00;"Menos de 200 camas";0;0;0;0;140;0;0;0;0;0;0;0;0;30;0;0;0
2011;364,00;"Menos de 200 camas";0;0;0;0;76;0;0;0;0;0;0;0;0;33;0;0;0
2011;604,00;"501 - 1000 camas";8;6;19;0;511;8;6;19;0;9;0;60;31;0;0;30;4
2011;123,00;"Menos de 200 camas";0;0;0;0;166;0;0;0;0;0;0;0;0;58;0;0;0
2011;310,00;"200 - 500 camas";0;0;0;0;397;0;0;0;0;0;0;0;55;57;0;0;0
2011;571,00;"Menos de 200 camas";2;2;5;0;127;2;2;5;0;3;0;8;0;0;0;1;1
2011;296,00;"Menos de 200 camas";0;0;0;0;177;0;0;0;0;1;0;0;0;22;0;0;0
2011;566,00;"Menos de 200 camas";4;3;6;0;160;0;3;5;0;4;0;20;20;0;11;0;0
2011;784,00;"501 - 1000 camas";18;6;16;0;753;18;6;16;0;6;0;109;60;39;0;17;4
2011;102,00;"501 - 1000 camas";0;0;0;0;760;0;0;0;0;1;0;0;15;20;0;0;0
2011;379,00;"501 - 1000 camas";0;0;0;0;616;0;0;0;0;0;0;0;90;0;0;0;0
2011;639,00;"Menos de 200 camas";1;4;5;0;134;1;4;5;0;5;0;6;0;0;0;8;0
2011;457,00;"Menos de 200 camas";0;0;2;0;75;0;0;2;0;2;0;2;0;0;0;10;0
2011;609,00;"200 - 500 camas";10;2;12;2;297;10;2;12;2;8;0;9;10;0;9;0;0
2011;101,00;"Menos de 200 camas";0;0;0;0;82;0;0;0;0;0;0;0;0;20;0;0;0
2011;454,00;"200 - 500 camas";2;1;4;0;269;2;1;4;0;3;0;14;0;0;0;4;1
2011;318,00;"200 - 500 camas";0;0;0;0;369;0;0;0;0;0;0;0;20;25;0;0;0
2011;600,00;"Menos de 200 camas";2;5;8;0;128;2;5;8;0;5;0;20;0;0;0;16;0
2011;545,00;"200 - 500 camas";22;3;14;15;338;13;3;14;15;5;0;38;30;36;0;0;0
2011;100,00;"Menos de 200 camas";0;0;0;0;90;0;0;0;0;0;0;0;0;35;0;0;0
2011;702,00;"200 - 500 camas";9;3;15;1;451;9;3;15;1;5;0;22;35;0;0;21;4
2011;778,00;"200 - 500 camas";3;3;9;0;216;3;3;9;0;4;0;52;22;0;0;14;2
2011;341,00;"Menos de 200 camas";1;1;2;0;65;0;0;2;0;2;0;0;0;0;0;0;0
2011;99,00;"Menos de 200 camas";0;0;0;0;105;0;0;0;0;0;0;0;0;50;0;0;0
2011;767,00;"Menos de 200 camas";0;0;5;0;121;0;0;5;0;6;0;8;0;0;0;0;0
2011;359,00;"Menos de 200 camas";0;0;2;0;110;0;0;2;0;2;0;0;0;30;4;8;2
2011;98,00;"Menos de 200 camas";0;0;0;0;119;0;0;0;0;0;0;0;0;25;0;0;0
2011;132,00;"Menos de 200 camas";0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0
2011;97,00;"Menos de 200 camas";0;0;0;0;120;0;0;0;0;0;0;0;0;30;0;0;0
2011;103,00;"Menos de 200 camas";0;0;0;0;40;0;0;0;0;0;0;0;0;20;0;0;0
2011;110,00;"Menos de 200 camas";0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2011;94,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2011;91,00;"Menos de 200 camas";0;0;0;0;81;0;0;0;0;0;0;0;0;18;0;0;0
2011;664,00;"200 - 500 camas";4;2;12;0;335;4;2;12;0;8;0;55;25;0;8;8;8
2011;918,00;"Más de 1.000 camas";45;6;39;5;1146;43;6;39;5;11;0;137;0;0;0;0;6
2011;92,00;"Menos de 200 camas";0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0
2011;93,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2011;95,00;"Menos de 200 camas";0;0;0;0;152;0;0;0;0;0;0;0;0;23;0;0;0
2011;96,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2011;301,00;"Menos de 200 camas";0;0;3;0;20;0;0;3;0;1;0;0;0;0;0;0;0
2011;492,00;"Menos de 200 camas";2;1;4;0;123;2;1;4;0;3;0;19;0;0;0;8;0
2011;811,00;"Menos de 200 camas";0;1;1;0;24;0;1;1;0;1;0;0;0;0;0;0;0
2011;812,00;"Menos de 200 camas";0;0;1;0;89;0;0;1;0;0;0;38;0;0;0;0;0
2011;832,00;"Menos de 200 camas";0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2011;841,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2011;856,00;"Menos de 200 camas";0;0;0;0;76;0;0;0;0;0;0;0;0;20;0;0;0
2011;859,00;"Menos de 200 camas";0;0;0;0;32;0;0;0;0;0;0;0;15;0;0;0;0
2011;861,00;"Menos de 200 camas";0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
2011;880,00;"Menos de 200 camas";0;0;0;0;99;0;0;0;0;0;0;0;0;40;0;0;0
2011;883,00;"Menos de 200 camas";0;0;0;0;39;0;0;0;0;0;0;0;21;0;0;0;0
2011;884,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;0;30;0;0;0
2011;877,00;"Menos de 200 camas";0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0
2011;911,00;"200 - 500 camas";0;0;0;0;354;0;0;0;0;0;0;0;0;27;0;0;0
2011;913,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;20;0;0;0;0
2011;922,00;"Menos de 200 camas";0;0;6;0;52;0;0;6;0;2;0;0;0;0;0;0;0
2011;923,00;"Menos de 200 camas";0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0
2011;924,00;"Menos de 200 camas";0;0;0;0;47;0;0;0;0;0;0;26;0;0;0;0;0
2011;947,00;"Menos de 200 camas";0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2011;951,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;0;0;0;0;22;0;0;0
2011;972,00;"Menos de 200 camas";0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2011;973,00;"Menos de 200 camas";0;0;2;0;22;0;0;2;0;2;0;0;0;0;10;5;2
2011;974,00;"Menos de 200 camas";0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0
2011;975,00;"Menos de 200 camas";0;0;0;0;101;0;0;0;0;0;0;0;0;25;0;0;0
2011;960,00;"200 - 500 camas";0;0;0;0;223;0;0;0;0;0;0;0;0;40;0;0;0
2011;1027,00;"Menos de 200 camas";0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0
2011;1028,00;"Menos de 200 camas";0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0
2011;976,00;"200 - 500 camas";0;0;0;0;284;0;0;0;0;0;0;0;12;35;0;0;0
2011;977,00;"Menos de 200 camas";0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0
2011;1020,00;"Menos de 200 camas";0;0;0;0;22;0;0;0;0;0;0;0;15;0;0;0;0
2011;994,00;"200 - 500 camas";6;3;5;0;245;6;3;5;0;6;0;23;0;0;0;30;0
2011;995,00;"Menos de 200 camas";0;0;0;0;84;0;0;0;0;0;0;0;0;30;0;0;0
2011;1060,00;"Menos de 200 camas";0;0;0;0;25;0;0;0;0;0;0;0;35;0;0;0;0
2011;1005,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
2011;1061,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2011;1006,00;"Menos de 200 camas";0;0;0;0;52;0;0;0;0;0;0;0;20;0;0;0;0
2011;1088,00;"Menos de 200 camas";0;0;3;0;10;0;0;3;0;0;0;0;0;0;0;3;3
2011;1089,00;"Menos de 200 camas";4;2;7;0;54;2;2;3;0;3;0;0;0;0;8;0;0
2011;1076,00;"Menos de 200 camas";0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
2011;1078,00;"Menos de 200 camas";0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0
2011;1033,00;"200 - 500 camas";0;0;12;0;220;0;0;12;0;3;0;47;0;0;0;0;0
2011;1036,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0
2011;1037,00;"Menos de 200 camas";0;0;0;0;35;0;0;0;0;0;0;0;30;0;0;0;0
2011;1039,00;"Menos de 200 camas";0;0;0;0;50;0;0;0;0;0;0;0;40;0;0;0;0
2011;1065,00;"200 - 500 camas";0;0;0;0;228;0;0;0;0;1;0;0;0;0;0;0;0
2011;1066,00;"Menos de 200 camas";0;3;6;0;77;0;3;6;0;0;0;3;0;0;0;0;0
2011;207,00;"Menos de 200 camas";1;1;7;0;116;1;1;7;0;4;0;8;0;0;0;0;0
2011;431,00;"Menos de 200 camas";0;0;0;0;156;0;0;0;0;1;0;0;0;0;0;0;0
2011;387,00;"Menos de 200 camas";4;2;3;0;110;2;2;3;0;3;0;6;0;0;1;0;0
2011;179,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2011;606,00;"Menos de 200 camas";3;2;3;0;108;3;2;3;0;4;1;16;0;0;0;0;0
2011;925,00;"501 - 1000 camas";13;2;15;1;905;13;2;15;1;18;0;24;49;0;12;0;0
2011;541,00;"Menos de 200 camas";6;2;4;0;103;6;2;4;0;5;0;1;0;0;0;0;0
2011;797,00;"Menos de 200 camas";2;2;5;0;102;2;2;5;0;4;0;4;0;0;0;9;0
2011;627,00;"200 - 500 camas";6;2;6;0;226;5;2;6;0;3;3;16;0;0;0;6;0
2011;173,00;"200 - 500 camas";0;0;0;0;330;0;0;0;0;0;0;0;4;0;0;0;0
2011;636,00;"501 - 1000 camas";20;3;17;1;489;20;3;15;1;11;0;22;0;18;0;16;3
2011;205,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;1;0;3;0;0;0;0;0
2011;814,00;"Menos de 200 camas";1;1;1;0;24;1;1;1;0;1;0;0;0;0;1;0;1
2011;881,00;"Menos de 200 camas";2;1;3;1;34;2;1;3;1;1;0;0;0;0;0;0;0
2011;771,00;"501 - 1000 camas";53;2;18;2;627;53;2;18;2;11;3;10;0;0;20;0;0
2011;533,00;"Menos de 200 camas";5;1;1;1;115;5;1;1;1;1;0;0;0;0;0;0;0
2011;447,00;"200 - 500 camas";4;1;7;0;190;4;1;7;0;2;0;8;0;0;0;0;1
2011;815,00;"Menos de 200 camas";1;1;3;0;19;1;1;3;0;1;0;0;0;0;0;0;0
2011;801,00;"501 - 1000 camas";24;2;10;1;518;24;2;10;1;5;1;25;0;0;3;2;10
2011;800,00;"Menos de 200 camas";0;0;3;0;100;0;0;2;0;2;0;0;0;0;0;0;0
2011;389,00;"200 - 500 camas";3;2;4;0;290;3;2;4;0;4;0;0;0;0;0;0;1
2011;759,00;"200 - 500 camas";4;0;8;0;50;0;0;5;0;8;0;0;0;0;0;0;0
2011;695,00;"200 - 500 camas";8;3;8;1;275;8;3;8;1;7;2;29;0;0;4;12;3
2011;816,00;"Menos de 200 camas";2;1;4;0;82;2;1;4;0;1;0;7;0;0;0;10;2
2011;833,00;"Menos de 200 camas";2;1;5;0;110;2;1;5;0;1;0;0;0;0;0;0;1
2011;870,00;"Menos de 200 camas";2;2;6;1;61;1;2;6;1;2;0;1;0;0;0;0;0
2011;927,00;"Menos de 200 camas";1;1;2;0;26;0;1;2;0;1;0;1;0;0;0;0;1
2011;961,00;"200 - 500 camas";12;3;13;0;472;12;3;13;0;9;5;33;0;0;9;16;0
2011;962,00;"Menos de 200 camas";1;1;2;1;32;0;1;2;1;1;0;2;0;0;2;0;2
2011;1079,00;"Menos de 200 camas";1;1;3;0;44;1;1;3;0;2;0;2;0;0;2;3;1
2011;666,00;"501 - 1000 camas";25;2;15;1;570;25;2;15;1;5;5;12;0;0;0;18;0
2011;392,00;"200 - 500 camas";0;0;0;0;96;0;0;0;0;2;0;0;0;0;0;0;0
2011;790,00;"200 - 500 camas";0;0;7;0;253;0;0;7;0;4;0;36;78;0;6;0;0
2011;650,00;"Menos de 200 camas";2;1;3;0;132;2;1;3;0;3;0;8;0;0;0;6;0
2011;876,00;"200 - 500 camas";9;2;10;0;243;9;2;10;0;5;0;17;0;0;0;0;0
2011;944,00;"Menos de 200 camas";0;0;4;0;15;0;0;4;0;2;0;0;0;0;0;0;0
2011;952,00;"Menos de 200 camas";11;2;10;0;84;11;2;10;0;3;0;5;0;0;0;0;1
2011;54,00;"Menos de 200 camas";0;0;0;0;95;0;0;0;0;0;0;0;30;0;0;0;0
2011;538,00;"200 - 500 camas";8;2;10;0;299;8;2;10;0;6;1;22;12;0;0;19;3
2011;557,00;"Menos de 200 camas";3;2;5;0;101;3;2;4;0;2;0;13;0;0;0;6;0
2011;653,00;"Menos de 200 camas";5;2;5;0;155;5;2;5;0;5;2;14;0;0;6;0;0
2011;647,00;"Menos de 200 camas";2;2;4;0;86;2;2;4;0;5;0;2;0;0;0;0;0
2011;208,00;"Menos de 200 camas";0;1;2;0;5;0;0;2;0;1;0;1;0;0;0;0;0
2011;978,00;"501 - 1000 camas";23;2;12;1;554;23;2;12;1;15;1;18;20;0;0;23;0
2011;996,00;"Menos de 200 camas";4;1;4;0;70;0;1;4;0;3;0;9;0;0;0;12;0
2011;729,00;"Más de 1.000 camas";42;8;33;4;1033;36;8;33;4;18;2;61;80;0;27;0;5
